2021-08-12;473089;14323.2;27057.3
2021-08-13;475434;15496.3;26715.4
2021-08-14;420366;27365.9;25460.7
2021-08-15;370522;23794.1;24876.8
2021-08-16;468306;42604.8;22481.9
2021-08-17;471980;89823.4;14062.6
2021-08-18;470897;90655.9;19638.5
2021-08-19;477029;64955.7;16003
2021-08-20;481168;16690.8;14558.9
2021-08-21;421618;8838.08;20961.2
2021-08-22;373381;15139.7;20558.4
2021-08-23;464846;58314.5;9297.05
2021-08-24;477091;61236.4;12001.1
2021-08-25;471737;45999.7;20976.3
2021-08-26;482343;27534.5;12856.2
2021-08-27;479490;3728.32;13534.8
2021-08-28;422312;2886.98;16212.4
2021-08-29;386728;9363.37;11119.1
2021-08-30;475155;31254.5;7593.32
2021-08-31;490959;78567.4;8027.63
2021-09-01;487172;56105.4;14946.8
2021-09-02;481144;33516.8;19660.3
2021-09-03;478441;49412.3;24993.2
2021-09-04;426009;15063.6;22039.8
2021-09-05;375063;23396.3;24461.9
2021-09-06;457778;19777.5;24219.6
2021-09-07;480638;10617;22316.5
2021-09-08;484633;10787.4;23883.8
2021-09-09;483108;37606.9;24371.9
2021-09-10;480734;28103.8;23563.3
2021-09-11;429825;16798.4;20387
2021-09-12;385770;17686.1;17590.4
2021-09-13;474316;19788.1;15581.9
2021-09-14;490768;4944.41;15715.3
2021-09-15;487294;22121.2;17912.5
2021-09-16;496691;28591.8;8673.55
2021-09-17;493878;20518.5;6823.85
2021-09-18;439191;44516.1;5951.6
2021-09-19;389083;34560.3;6583.13
2021-09-20;478233;23165.4;8254.35
2021-09-21;492547;22149.5;11973.5
2021-09-22;498717;13859.5;9595.58
2021-09-23;492123;86120.7;10652.9
2021-09-24;482678;118364;12887.9
2021-09-25;439473;69676.3;8538.87
2021-09-26;389838;13954.8;14396.3
2021-09-27;466603;46434.3;17254.2
2021-09-28;488025;32276.2;12519.6
2021-09-29;486695;58613.5;15689.5
2021-09-30;494061;41280.2;9842.93
2021-10-01;483389;43437.7;15580.2
2021-10-02;429040;53589.4;15004.8
2021-10-03;374144;91765.8;16831.2
2021-10-04;475268;28964.6;15019.4
2021-10-05;487163;66189.1;15033.7
2021-10-06;501441;42069.4;7157.43
2021-10-07;497935;23887.8;10288.2
2021-10-08;489043;36179.3;16641.8
2021-10-09;438654;29849.5;17510.6
2021-10-10;396283;22073.4;15950.9
2021-10-11;489995;38448.1;12529.6
2021-10-12;509617;40879.9;8627.25
2021-10-13;515764;26700.6;8781.45
2021-10-14;515512;47030.6;9141.44
2021-10-15;505173;95915.7;8975.82
2021-10-16;453446;54077.5;8668.18
2021-10-17;411048;44781.7;8474.93
2021-10-18;501630;19915.2;6234.75
2021-10-19;506256;40774.5;9946.27
2021-10-20;496709;118395;9134.02
2021-10-21;491552;123769;6477.33
2021-10-22;489408;131961;9814.31
2021-10-23;447874;97751.2;7651.53
2021-10-24;406868;26159.1;12107.9
2021-10-25;491324;65851.9;14116.4
2021-10-26;513046;51291.6;9645.63
2021-10-27;511317;66659.8;8929.61
2021-10-28;509268;41461.6;9257.56
2021-10-29;499221;67684.6;12301.1
2021-10-30;439428;80228.1;11800.6
2021-10-31;397341;78700.3;10924.9
2021-11-01;363708;63475;10772
2021-11-02;494901;29975.3;3073.63
2021-11-03;514980;26581.2;8458.2
2021-11-04;519199;86741.2;3220.98
2021-11-05;516490;100327;4856.93
2021-11-06;462294;106614;6381.62
2021-11-07;413225;113735;4917.57
2021-11-08;514157;45387;4130.93
2021-11-09;530228;29704.1;5333.85
2021-11-10;515485;48735.2;9247.72
2021-11-11;435919;30551.5;7715.64
2021-11-12;487007;18981.3;4382.13
2021-11-13;458881;28080;5128.53
2021-11-14;426991;10871.6;2948.6
2021-11-15;527165;20809.1;2150.18
2021-11-16;542785;18709.9;4618.88
2021-11-17;540977;42747.8;3048.27
2021-11-18;529812;108027;3612.23
2021-11-19;524725;144526;1438.94
2021-11-20;467004;126785;4117.28
2021-11-21;419435;74552.2;3528.3
2021-11-22;526178;22982.7;3539.4
2021-11-23;540629;64863.3;3724.09
2021-11-24;540898;46533.7;2788.77
2021-11-25;539712;56238.4;5050.63
2021-11-26;550712;41420.1;2539.01
2021-11-27;497018;20485.7;3583.73
2021-11-28;448290;17215.3;2333.6
2021-11-29;545798;59783.4;1292.55
2021-11-30;555742;96441.2;3167.25
2021-12-01;556077;86389.2;3398.93
2021-12-02;543192;131252;3718.13
2021-12-03;544436;95900.7;5365.01
2021-12-04;493876;50585.4;3306.9
2021-12-05;449604;28399.6;1826.08
2021-12-06;553399;18705.8;1292.98
2021-12-07;575665;15276.8;2353.38
2021-12-08;577224;63425.7;3725.19
2021-12-09;579015;35208.9;2295.75
2021-12-10;571958;25256.2;3251.13
2021-12-11;518137;9302.39;3469.05
2021-12-12;472636;13773.7;3205.95
2021-12-13;565309;8296.14;2880.95
2021-12-14;569079;32435.3;2411.85
2021-12-15;559489;53887.1;1811.25
2021-12-16;546516;93707.7;1686.78
2021-12-17;543452;87281.3;2503.4
2021-12-18;493033;76048.7;1424.75
2021-12-19;445091;122259;1421.65
2021-12-20;542229;91390.5;2583.8
2021-12-21;570461;24462;4116.3
2021-12-22;574663;18339.5;4786.88
2021-12-23;560784;46366;3493.4
2021-12-24;446323;67237.5;1621.53
2021-12-25;400163;65122.8;5665.25
2021-12-26;427082;39574.2;7597.05
2021-12-27;520142;75965.6;6578.83
2021-12-28;532983;103386;4517.43
2021-12-29;527046;34847;2459.75
2021-12-30;506464;61542.1;2363.5
2021-12-31;435531;123601;1482.05
